id	source	portuguese	reviewed	portuguese_reviewed	segmentation	gloss	editorial_note
BOR-CORBO-OIE-020	Icare beregodure, du kejere akogodure pugeje. Akore: - ‘M! ... ‘M! ... ‘M! ... ‘M! ... ‘M! ..., nowu tuwere inoduji.	Quando ferveu, começo a (o peixe) a falar de novo, dizendo: - ‘M! ... ‘M! ... ‘M! ... ‘M! ... ‘M! ... ‘M! ..., fervendo assim.					
BOR-CORBO-OIE-021	Icare nowu imedu Meriri Baru akore: - U! Aroe ji rade itogeadure! (iordure)	Então Meriri Baru disse: - Oh! Eu encontrei foi um espírito!					
BOR-CORBO-OIE-022	Dykeje icare karo makore pugeje, akore: - Woie! ... Woie! ... Woie!.... (Woe, Woe, Woe)	Aí o peixe falou de novo, dizendo: - Aqui!... Aqui! ... Aqui! ...					
BOR-CORBO-OIE-023	Icare akogodure pugeje, akore: - ‘M! ... ‘M! ... ‘M! ... ‘M! ...	Depois disse de novo: - ‘M! ... ‘M! ... ‘M! ... ‘M! ...					
BOR-CORBO-OIE-024	Icare akore: - Woie ... igo! Woie ... igo! Woie ... igo! (woere ikodure, woere itugudure).	Depois acrescentou: - Woie ... igo! Woie ... igo! Woie ... igo! (aqui estou cozinhado (3x))					
BOR-CORBO-OIE-025	Icare kodure. Icare ure tawuje. Icare ore kugure ere kowuje.	Quando ficou cozido, ele tirou (a carne da panela). Depois os meninos comeram.					
BOR-CORBO-OIE-026	Du keje icare ere batagaje towuje, batagaje oia kujagureu, oia ekureu. Du kejere icare ere to, ere pemegado, ere towuje.	Depois (os Bororo) fizeram “batagaje”(cordão de peninhas) metade vermelho, metade amarelo. Eles o fizeram, o arrumaram, o fizeram.					
BOR-CORBO-OIE-027	Dykeje icare ere tubemegado, ere tugujagudo, ere tuiejiwudo, ere taipodo, ere tuiba gogudo, tuwo roia ta tabo.	Depois eles se arrumaram: pintaram-se de vermelho, fizeram desenhos no rosto, amarraram o cabelo no ocipício e nas têmperas, para cantar e dançar.					
BOR-CORBO-OIE-028	Icare Tadugore tugeragu butoreji, ure tugera kogudo Ki Bakororo iera ra parugajeje.	Então Tadugo pegou o cinto-chocalho, e segurou a mão de Ki Bakororo.					
BOR-CORBO-OIE-029	Icare ere tugeragu panaji, parikoji, bapo kurireuji, baporoguji, du tabore icare eture tabo, ere turemo Ki Bakororo uwaito.	Os Bororo pegaram a “pana”, o “pariko”, o chocalho grande, o chocalhinho e os levaram para a casa de Ki Bakororo.					
BOR-CORBO-OIE-030	Icare ere cewu Iro ko. Egore: Iroooo...!	Aí eles cantaram o canto “Iro”					
BOR-CORBO-OIE-031	Akedu kejere icare Tadugore tugera bu Ki Bakororo ao keje, akore:	Quando acabou, Tadugo colocou a mão na cabeça de Ki Bakororo e disse:					
BOR-CORBO-OIE-032	“Oieigo jetuiaga, Bokodoriware iga oieigo wararere, tagaruia Bokuojeba Bakororo tuiagajejewu onawuio okwabijire. Oieigo jetuiaga”.	“Aqui está o canto de Oieigo, executado por mim Bokodori, a começar pela imposição do cinto enfeitado no afamado Bokuojeba Bakororo. Aqui está o canto de Oieigo”.					
BOR-CORBO-OIE-033	Dykeje icare ere roia ta ji. Du keje icare emagore nowy cimo nonogo ji, emagore nowy cimo kidoguru ji, emagore nowy cimo kiogoagiri ji, emagore nowy cimo kuje bo ji, emagore nowy cimo nabure buji, emagore nowy cimo nabure oiaga ji, kuido oiaga ji, emagore nowy cimo nabure aro ji, kuido aroji, emagore nowy tuie kejewy ciwaboe etoiaga ji, emagore tuguie bokodori ji, emagore tuguie akigu ji, emagore tuguie meriri ji, emagore uworo aroeceba ji, emagore tuworo kuruguga ji, emagore tui aroedu puje dyji, emagore tuwiadawu cugui biri ji, emagore tadugo Bakororo atugo ji, emagore turijo oinono pureore dyji, emagore tuwaiga ao keje dyji, emagore Aije ji.	Depois cantam para ele. No canto fazem referência  ao urucum, à resina, à penugem, às peninhas de mutum e de arara vermelha, às penas do pé da asa de arara vermelha e de arara amarela, às penas de rabo de arara vermelha e de arara amarela, fazem referência à viseira feita de penas de rabo da japu, fazem referência ao seu colar de unhas de tatu canastra, falam do seu colar de linha de algodão, do seu colar de metal, do seu enfeite de penas de águia, de gavião caracaraí, falam das representações rituais, do seu brinco de pele de tucano, de sua pintura de Bakororo,  das pinturas, da semelhança mútua, dos enfeites da ponta dos arcos, falam de Aije.					
